item_name|latitude|longitude|restaurant_name|item_description|price
Hot S'mores Mocha|36.0082712|-78.9382943|Seattle's Best Coffee||
Iced S'mores Mocha|36.0082712|-78.9382943|Seattle's Best Coffee||
Frozen S'mores Mocha|36.0082712|-78.9382943|Seattle's Best Coffee||
Frozen Caramel Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Hot Mint Chocolate Chip Mocha|36.0082712|-78.9382943|Seattle's Best Coffee||
Iced Mint Chocolate Chip Mocha|36.0082712|-78.9382943|Seattle's Best Coffee||
Frozen Mint Chocolate Chip Mocha|36.0082712|-78.9382943|Seattle's Best Coffee||
Hot Caramel Candy Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Iced Caramel Candy Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Frozen Caramel Candy Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Hot Hazelnut Creme Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Iced Hazelnut Creme Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Frozen Hazelnut Creme Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Hot Birthday Cake Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Iced Birthday Cake Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Frozen Birthday Cake Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Hot Vanilla Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Frozen Vanilla Latte|36.0082712|-78.9382943|Seattle's Best Coffee||
Iced Vanilla Latte|36.0016076|-78.9421134|Au Bon Pain||
Brewed Iced Coffee|36.0082712|-78.9382943|Seattle's Best Coffee||
Iced Mocha|36.0082712|-78.9382943|Seattle's Best Coffee||
Sweet Iced Tea|36.0016076|-78.9421134|Au Bon Pain||
Asiago Breadstick|36.0016076|-78.9421134|Au Bon Pain||
Ciabatta|36.0016076|-78.9421134|Au Bon Pain||
Country White Bread|36.0016076|-78.9421134|Au Bon Pain||
Everything Breadstick|36.0016076|-78.9421134|Au Bon Pain||
Gluten Free 3 Seed Roll|36.0016076|-78.9421134|Au Bon Pain||
Multigrain Baguette|36.0016076|-78.9421134|Au Bon Pain||
Rustic Baguette|36.0016076|-78.9421134|Au Bon Pain|Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, sour (cultured wheat flour, rye flour, wheat gluten, malted barley flour, sunflower lecithin, ascorbic acid, enzymes), contains less than 1% of: salt, olive oil, yeast, potassium chloride, ascorbic acid, soy lecithin.|
Southwest Jalapeno Cornbread|36.0016076|-78.9421134|Au Bon Pain||
Tortilla Wrap|36.0016076|-78.9421134|Au Bon Pain||
Traditional Artisan Baguette|36.0016076|-78.9421134|Au Bon Pain|Enjoy the crunchy exterior and soft interior of our improved traditional artisan baguette, baked fresh daily.|
Whole Wheat Multigrain Bread|36.0016076|-78.9421134|Au Bon Pain||
Whole Wheat Tortilla Wrap|36.0016076|-78.9421134|Au Bon Pain||
Asiago Cheese Bagel|36.0016076|-78.9421134|Au Bon Pain||
Cinnamon Crisp Bagel|36.0016076|-78.9421134|Au Bon Pain||
Cinnamon Raisin Bagel|36.0016076|-78.9421134|Au Bon Pain||
Everything Bagel|36.0016076|-78.9421134|Au Bon Pain||
Honey 9-Grain Bagel|36.0016076|-78.9421134|Au Bon Pain||
Jalapeno Cheddar Bagel|36.0016076|-78.9421134|Au Bon Pain||
Onion Dill Bagel|36.0016076|-78.9421134|Au Bon Pain||
Plain Bagel|36.0016076|-78.9421134|Au Bon Pain||
Sesame Bagel|36.0016076|-78.9421134|Au Bon Pain||
Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain||
Garden Vegetable Cream Cheese Spread Made with Philadelphia® Cream Cheese|36.0016076|-78.9421134|Au Bon Pain||
Herb Bagel Spread|36.0016076|-78.9421134|Au Bon Pain||
Honey Pecan Cream Cheese|36.0016076|-78.9421134|Au Bon Pain||
Reduced Fat Philadelphia® Cream Cheese|36.0016076|-78.9421134|Au Bon Pain||
Chocolate Dipped Cranberry Almond Macaroon|36.0016076|-78.9421134|Au Bon Pain||
Chunky Peanut Butter Cookie|36.0016076|-78.9421134|Au Bon Pain||
Classic Oatmeal Raisin Cookie|36.0016076|-78.9421134|Au Bon Pain||
Double Chocolate Mudslide Cookie|36.0016076|-78.9421134|Au Bon Pain|decadent chocolate treat with dark and milk chocolate chunks and walnuts|
Energy Cookie|36.0016076|-78.9421134|Au Bon Pain|Spelt flour, pumpkin seeds, sunflower seeds, rolled oats, cranberries & white chocolate|
English Toffee Cookie|36.0016076|-78.9421134|Au Bon Pain||
Mini Chocolate Chip Cookie|36.0016076|-78.9421134|Au Bon Pain||
Palmier|36.0016076|-78.9421134|Au Bon Pain||
Red Velvet Cookie|36.0016076|-78.9421134|Au Bon Pain|Red Velvet Cookie with white chocolate chips|
White Chocolate Macadamia Cookie|36.0016076|-78.9421134|Au Bon Pain||
Almond Croissant|36.0016076|-78.9421134|Au Bon Pain||
Apple & Cinnamon Croissant|36.0016076|-78.9421134|Au Bon Pain||
Cherry CroisBun|36.0016076|-78.9421134|Au Bon Pain|our famous CroisBun™ filled with cherry preserves and sweet cream|
Chocolate Croissant|43.135439|-70.9291392|Aroma Joe's||
Ham and Cheese Hot Croissant|36.0016076|-78.9421134|Au Bon Pain||
Plain Croissant|36.0016076|-78.9421134|Au Bon Pain||
Raspberry Cheese Croissant|36.0016076|-78.9421134|Au Bon Pain||
Raspberry CroisBun|36.0016076|-78.9421134|Au Bon Pain|Our famous sweet cheese CroisBun™ filled with raspberry preserves.|
Spinach and Cheese Hot Croissant|36.0016076|-78.9421134|Au Bon Pain||
Sweet Cheese CroisBun™|36.0016076|-78.9421134|Au Bon Pain|Flakey croissant meets buttery bun|
Sweet Cheese Croissant|36.0016076|-78.9421134|Au Bon Pain||
Chocolate Almond Croissant|36.0016076|-78.9421134|Au Bon Pain|All nutrition information provided here is derived from a computer analysis of recipes using nutrition labeling and formulation software. Figures may vary due to natural variation in food products. The rounding of figures is based on us food and drug administration guidelines.|
Banana Walnut Muffin|36.0016076|-78.9421134|Au Bon Pain||
Blueberry Muffin|35.956193|-78.956087|Tutti Frutti||
Corn Muffin|36.0016076|-78.9421134|Au Bon Pain||
Double Chocolate Chunk Muffin|36.0016076|-78.9421134|Au Bon Pain||
Raisin Bran Muffin|36.0016076|-78.9421134|Au Bon Pain||
Brownie Bites|35.93461|-78.821683|YoFresh Yogurt Cafe||
Chewy Marshmallow Bar|36.0016076|-78.9421134|Au Bon Pain||
Chocolate Chip Brownie|36.0016076|-78.9421134|Au Bon Pain||
Gluten Free Fudge Chunk Brownie|36.0016076|-78.9421134|Au Bon Pain||
Double Chocolate Cupcake|36.0016076|-78.9421134|Au Bon Pain||
Red Velvet Cupcake|36.0016076|-78.9421134|Au Bon Pain||
Cherry Danish|36.0016076|-78.9421134|Au Bon Pain||
Sweet Cheese Danish|36.0016076|-78.9421134|Au Bon Pain||
Cinnamon Swirl Roll|36.0016076|-78.9421134|Au Bon Pain||
Lemon Pound Cake|36.0016076|-78.9421134|Au Bon Pain||
Marble Pound Cake|36.0016076|-78.9421134|Au Bon Pain||
Pecan Roll|36.0016076|-78.9421134|Au Bon Pain||
Pecan Meltaways|36.0016076|-78.9421134|Au Bon Pain||
Decaf French Roast|36.0016076|-78.9421134|Au Bon Pain|a dark roast, smokey richness with a full body flavor with no caffeine|
French Roast|36.0016076|-78.9421134|Au Bon Pain|dark roast, full body and flavor|
Hazelnut|36.0016076|-78.9421134|Au Bon Pain|mild roast, enhanced with the buttery taste of toasted hazelnuts|
Morning Blend|36.0016076|-78.9421134|Au Bon Pain|medium roast, smooth flavored blend of Costa Rican beans|
Caffe Americano|36.0016076|-78.9421134|Au Bon Pain||
Caffe Latte|36.0016076|-78.9421134|Au Bon Pain||
Caffé Milano|36.0016076|-78.9421134|Au Bon Pain||
Chai Latte|36.0016076|-78.9421134|Au Bon Pain||
Espresso|35.9516811|-78.9931112|Duck Donuts|Here comes the sun! Enjoy our limited-time seasonal espressos including the S’mores Mocha, Honey Cinnamon Latte and Caramel Nut Latte. *Available hot or iced at select locations.|
Mocha Latte|36.0016076|-78.9421134|Au Bon Pain||
Vanilla Latte|35.92092|-78.956421|Menchie's Frozen Yogurt||
Gingerbread Latte|36.0016076|-78.9421134|Au Bon Pain|All nutrition information provided here is derived from a computer analysis of recipes using nutrition labeling and formulation software. Figures may vary due to natural variation in food products. The rounding of figures is based on us food and drug administration guidelines.|
Decaffeinated Ceylon|36.0016076|-78.9421134|Au Bon Pain||
Earl Grey Supreme|36.0016076|-78.9421134|Au Bon Pain||
Egyptian Chamomile|36.0016076|-78.9421134|Au Bon Pain||
Hot Cinnamon Spice|36.0016076|-78.9421134|Au Bon Pain||
Irish Breakfast|36.0016076|-78.9421134|Au Bon Pain||
Organic Green|36.0016076|-78.9421134|Au Bon Pain||
Iced French Roast Coffee|36.0016076|-78.9421134|Au Bon Pain||
Iced French Vanilla Coffee|36.0016076|-78.9421134|Au Bon Pain||
Iced Black Tea|36.0016076|-78.9421134|Au Bon Pain||
Peach Iced Tea|36.0016076|-78.9421134|Au Bon Pain||
Tropical Green Iced Tea|36.0016076|-78.9421134|Au Bon Pain|hand blended green teas with strong pineapple flavor delivers a delightful tropical taste|
Caffeine Free Diet Coke|36.0016076|-78.9421134|Au Bon Pain||
Coke Zero®|36.0016076|-78.9421134|Au Bon Pain||
FUZE Raspberry Iced Tea|36.0016076|-78.9421134|Au Bon Pain||
PowerAde Mountain Blast|36.0016076|-78.9421134|Au Bon Pain||
Sprite Zero|36.0016076|-78.9421134|Au Bon Pain||
Vitamin Water Zero - Squeezed|36.0016076|-78.9421134|Au Bon Pain||
Vitamin Water Zero - XXX|36.0016076|-78.9421134|Au Bon Pain||
Berry Pomegranate|36.0016076|-78.9421134|Au Bon Pain||
Berry Sensation Yogurt Smoothie|36.0016076|-78.9421134|Au Bon Pain||
Fresh Fruit Smoothie with Bananas, Pineapple and Grapes|36.0016076|-78.9421134|Au Bon Pain||
Fresh Fruit Smoothie with Bananas, Watermelon and Grapes|36.0016076|-78.9421134|Au Bon Pain||
Fresh Fruit Smoothie with Mixed Fruit|36.0016076|-78.9421134|Au Bon Pain||
Frozen Caramel|36.0016076|-78.9421134|Au Bon Pain||
Frozen Mocha|36.0016076|-78.9421134|Au Bon Pain||
Mango Wave Smoothie|36.0016076|-78.9421134|Au Bon Pain||
South Beach Yogurt Smoothie|36.0016076|-78.9421134|Au Bon Pain||
Strawberry Banana|35.956193|-78.956087|Tutti Frutti||
Strawberry Passion Smoothie|36.0016076|-78.9421134|Au Bon Pain||
Strawberry Smoothie|36.0016076|-78.9421134|Au Bon Pain||
Iced Caffe Americano|36.0016076|-78.9421134|Au Bon Pain||
Iced Caffe Latte|36.0016076|-78.9421134|Au Bon Pain||
Iced Caffé Milano|36.0016076|-78.9421134|Au Bon Pain||
Iced Caramel Macchiato|36.0016076|-78.9421134|Au Bon Pain||
Iced Chai Latte|36.0016076|-78.9421134|Au Bon Pain||
Iced Mocha Latte|36.0016076|-78.9421134|Au Bon Pain||
Iced Pumpkin Chai Latte|36.0016076|-78.9421134|Au Bon Pain||
Iced Pumpkin Latte|36.0016076|-78.9421134|Au Bon Pain|Rich Espresso, Blended With Pumpkin Spice, Topped With Frothed Milk And Dusted With Cinnamon - Hot Or Iced|
Caesar Asiago|36.0016076|-78.9421134|Au Bon Pain|romaine, asiago, croutons & Caesar dressing|
Chicken Caesar Asiago|36.0016076|-78.9421134|Au Bon Pain|all natural chicken, romaine, asiago, croutons & Caesar dressing|
Chicken Cobb with Avocado|36.0016076|-78.9421134|Au Bon Pain|all natural chicken, mesclun, applewood smoked bacon, gorgonzola, egg, tomatoes, cucumbers & sesame ginger dressing|
Harvest Turkey Salad|36.0016076|-78.9421134|Au Bon Pain|roast turkey with romaine & spinach, cranberries, grapes, granny smith apples, goat cheese, walnuts & maple walnut vinaigrette|
Side Garden|36.0016076|-78.9421134|Au Bon Pain|Mesclun, cucumbers, carrots, tomatoes and red onions|
Smoky BBQ Chicken|36.0016076|-78.9421134|Au Bon Pain|Smoky Bbq Marinated Chicken, With No Antibiotics, Ever, Romaine, Field Greens, Roasted Corn, Tomatoes, Roasted Red & Yellow Bell Peppers, Three-cheddar Blend & Crispy Onions|
Southwest Chicken|36.0016076|-78.9421134|Au Bon Pain|marinated chicken, romaine, black beans, roasted corn, avocado, cucumbers, tomatoes, wontons & southwest vinaigrette|
Thai Peanut Chicken|36.0016076|-78.9421134|Au Bon Pain||
Vegetarian Deluxe|36.0016076|-78.9421134|Au Bon Pain|romaine, fire-roasted red & yellow bell peppers, Kalamata olives, feta, tomatoes, cucumbers, carrots, chickpeas, red onions & balsamic vinaigrette|
2 Egg & Bacon on a Plain Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Bacon on a Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Bacon Sandwich on Ciabatta|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Ham Sandwich on a Plain Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Ham Sandwich on a Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Ham Sandwich on Ciabatta|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Sausage on a Plain Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Sausage on a Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Sausage on Ciabatta|36.0016076|-78.9421134|Au Bon Pain||
2 Egg on a Plain Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg Sandwich on a Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg Sandwich on Ciabatta|36.0016076|-78.9421134|Au Bon Pain||
Southwest Egg Sandwich|36.0016076|-78.9421134|Au Bon Pain|two eggs, applewood-smoked bacon, tomatoes and cheddar cheese with chipotle spread on a skinny wheat bagel|
2 Egg & Cheddar on a Plain Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Cheddar on a Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg & Cheddar on Ciabatta|36.0016076|-78.9421134|Au Bon Pain||
2 Egg, Bacon & Cheddar on a Plain Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg, Bacon & Cheddar on a Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg, Bacon & Cheddar on Ciabatta|36.0016076|-78.9421134|Au Bon Pain||
2 Egg, Ham & Cheddar on a Plain Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg, Ham & Cheddar on a Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg, Ham & Cheddar on Ciabatta|36.0016076|-78.9421134|Au Bon Pain||
2 Egg, Sausage & Cheddar on a Plain Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg, Sausage & Cheddar on a Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain||
2 Egg, Sausage & Cheddar on Ciabatta|36.0016076|-78.9421134|Au Bon Pain||
Egg Whites & Cheddar|36.0016076|-78.9421134|Au Bon Pain|on a skinny wheat bagel|
Egg Whites, Cheddar & Avocado on a Skinny Wheat Bagel|36.0016076|-78.9421134|Au Bon Pain|Fresh cooked egg whites, cheddar, avocado & lemon aioli|
Smoked Salmon Wasabi|36.0016076|-78.9421134|Au Bon Pain|on an onion dill bagel with herb cream cheese|
Classic Oatmeal|36.0016076|-78.9421134|Au Bon Pain|100% natural rolled oats with your choice of fresh toppings|
Superfood Blueberry Chia Hot Cereal|36.0016076|-78.9421134|Au Bon Pain||
Roasted Potatoes|36.0016076|-78.9421134|Au Bon Pain||
Sausage and Peppers|36.0016076|-78.9421134|Au Bon Pain||
Scrambled Eggs|36.0016076|-78.9421134|Au Bon Pain||
Scrambled Eggs with Ham & Cheese|36.0016076|-78.9421134|Au Bon Pain||
Warm Apple Bake|36.0016076|-78.9421134|Au Bon Pain||
Chipotle Black Bean Burger with Avocado|36.0016076|-78.9421134|Au Bon Pain|on ciabatta - chipotle cheddar, caramelized onions, tomatoes & chipotle mayo|
Chipotle Turkey & Avocado|36.0016076|-78.9421134|Au Bon Pain|on ciabatta - all natural turkey, chipotle cheddar, fresh avocado, roasted tomatoes, arugula & chipotle mayo|
Turkey Club|36.0016076|-78.9421134|Au Bon Pain|on toasted country white - all natural turkey, cheddar, applewood smoked bacon, tomatoes, mesclun & may|
Two Tomato Caprese|36.0016076|-78.9421134|Au Bon Pain|On Ciabatta - With Fresh Mozzarella, Roasted Tomatoes, Fresh Tomatoes, Arugula, Fresh Basil & Balsamic Glaze|
Two Tomato Caprese with Chicken|36.0016076|-78.9421134|Au Bon Pain|On Ciabatta - With Fresh Mozzarella, Roasted Tomatoes, Fresh Tomatoes, Arugula, Fresh Basil, Balsamic Glaze And Chicken With No Antibiotics, Ever|
Warm Chicken & Avocado|36.0016076|-78.9421134|Au Bon Pain|Chicken Breast with No Antibiotics. Ever. Fresh Avocado, Applewood-Smoked Bacon, arinated Tomatoes, Basil Aioli, Field Greens on a Baguette|
Avocado BLT|36.0016076|-78.9421134|Au Bon Pain||
Black Angus Roast Beef & Cheddar|36.0016076|-78.9421134|Au Bon Pain|on ciabatta with tomatoes, mesclun, mayo & Dijon|
Classic Chicken Salad|36.0016076|-78.9421134|Au Bon Pain|on country white – cranberries, almonds, tomatoes & mesclun|
Turkey & Swiss|36.0016076|-78.9421134|Au Bon Pain|on multigrain baguette - all natural turkey, Swiss, tomatoes & honey pecan spread|
Chicken Caesar Wrap|36.0016076|-78.9421134|Au Bon Pain|all natural chicken, asiago, romaine & Caesar dressing|
Fresh Garden & Avocado Wrap|36.0016076|-78.9421134|Au Bon Pain||
Waldorf Turkey Wrap|36.0016076|-78.9421134|Au Bon Pain|All natural turkey, apples, cranberries and walnuts mixed with mayo, cheddar and romaine with maple walnut dressing in a whole wheat wrap|
Napa Chicken with Avocado Wrap|36.0016076|-78.9421134|Au Bon Pain|all natural chicken, fresh avocado, romaine, tomatoes, cucumbers, lemon aioli & lemon shallot vinaigrette|
Thai Peanut Chicken Wrap|36.0016076|-78.9421134|Au Bon Pain|all natural chicken, mesclun, tomatoes, cucumbers, carrots, crispy wontons & Thai peanut dressing|
Veggie & Hummus Wrap|36.0016076|-78.9421134|Au Bon Pain|Hummus, cucumbers, roasted tomatoes, carrots, chickpeas, romaine, mesclun, basil pesto, feta and a touch of balsamic vinaigrette in a whole wheat wrap|
Black Angus Steak & Cheese|36.0016076|-78.9421134|Au Bon Pain|Black Angus Steak & Cheese on ciabatta- with three cheddar blend, roasted peppers & onions, horseradish aioli|
Classic Grilled Cheese|36.0016076|-78.9421134|Au Bon Pain||
Country Grilled Cheese|36.0016076|-78.9421134|Au Bon Pain|Country grilled cheese on country white with four-cheese blend, applewood smoked bacon and ripe tomatoes|
Ham & Two Cheese|36.0016076|-78.9421134|Au Bon Pain||
Mayan Chicken Harvest Hot Wrap|36.0016076|-78.9421134|Au Bon Pain|chicken in a whole wheat wrap with rice, black beans, roasted corn and three-cheddar blend|
Newport Turkey|36.0016076|-78.9421134|Au Bon Pain|on country white - with fresh avocado, cheddar, a touch of zesty honey mustard and turkey with no antibiotics, ever|
Oven Hot Chicken Margherita|36.0016076|-78.9421134|Au Bon Pain|chicken with no antibiotics, ever, on ciabatta - with fresh mozzarella, tomato bruschetta and fresh basil|
Roasted Vegetarian Harvest Hot Wrap|36.0016076|-78.9421134|Au Bon Pain|Herb-roasted eggplant, zucchini, red peppers, tomatoes and asparagus, baby spinach, pomodoro sauce & asiago cheese served in a whole wheat wrap|
Smoky Swiss Turkey|36.0016076|-78.9421134|Au Bon Pain|Swiss Cheese Melted Over Sliced Turkey With No Anitbiotics Ever, And Topped With Smoky Bbq Sauce, Zesty Spread And Vidalia Coleslaw Served On Toasted Whole Grain Wheat|
Teriyaki Steak Harvest Hot Wrap|36.0016076|-78.9421134|Au Bon Pain|Ginger and sesame steak, carrots, edamame, & teriyaki sauce served in a whole wheat wrap|
Broccoli Cheddar|36.0016076|-78.9421134|Au Bon Pain|chopped broccoli and broccoli florets simmered in a velvety chicken broth seasoned with grated cheddar cheese, herbs and sweet onions|
Curried Rice & Lentil|36.0016076|-78.9421134|Au Bon Pain|Brown Lentils Simmered In A Tomato Vegetarian Broth With Onions, Carrots, Ground Peppers, Curry Spices And Long Grain Rice|
Five Onion Soup|36.0016076|-78.9421134|Au Bon Pain||
Harvest Pumpkin|36.0016076|-78.9421134|Au Bon Pain|Simmered With Onion, Celery And Carrots And Lightly Seasoned With Fresh Ginger And Cinnamon|
Turkey, Kale & Wild Rice Soup|36.0016076|-78.9421134|Au Bon Pain|Warm up on cool fall days with pulled turkey, wild rice and kale simmered with carrots, onions, and celery in a creamy turkey stock.|
Wild Mushroom Bisque|36.0016076|-78.9421134|Au Bon Pain|Delicate Oyster And Exotic Shiitake Mushrooms Simmered In A Garlic Scented Broth With Onions, Sherry, Light Cream And Domestic Mushrooms|
Asparagus & Pea Soup|36.0016076|-78.9421134|Au Bon Pain|The perfect blend of asparagus and pea puree, parmesan, basil, and tender pieces of asparagus.|
Baked Stuffed Potato|36.0016076|-78.9421134|Au Bon Pain|russet potatoes with smoked bacon in a rich cream sauce with spring onions and chive|
Barley & Creamy Lentil|36.0016076|-78.9421134|Au Bon Pain|hearty barley, creamy lentil and spinach soup with a hint of exotic spice|
Black Bean|36.0016076|-78.9421134|Au Bon Pain|black beans simmered in a spicy vegetarian broth with garlic, sweet onions and cilantro|
Butternut Squash & Apple|36.0016076|-78.9421134|Au Bon Pain|butternut squash, golden pumpkin and apple purees simmered in a vegetarian velouté with sweet cream, maple syrup and rosemary|
Chicken & Dumpling|36.0016076|-78.9421134|Au Bon Pain|tender chicken breast and savory vegetables simmered in a soft chicken velouté with carrots, petite peas, chives and plump spaetzle style dumplings|
Chicken Florentine|36.0016076|-78.9421134|Au Bon Pain|Ribbons Of Home Style Noodles And Diced Chicken Simmered In A Rich Chicken Velouté Highlighted With Carrots, Onions, Celery And Spinach|
Corn Chowder|36.0016076|-78.9421134|Au Bon Pain|plump kernels of corn simmered in a rich chicken velouté with onions, carrots, potatoes, corn purée and sweet cream|
Corn & Green Chili Bisque|36.0016076|-78.9421134|Au Bon Pain|southwest spices with plump corn kernels, jalapenos, mild green chilies and tomatillos in a golden vegetarian velouté seasoned with garlic and cilantro|
Cream of Chicken & Wild Rice|36.0016076|-78.9421134|Au Bon Pain|all natural chicken simmered in herb scented velouté with onions, celery, carrots, cabbage and long grain wild rice|
French Moroccan Tomato Lentil|36.0016076|-78.9421134|Au Bon Pain|earthy brown lentils, mild red lentils and plump navy beans combined with three styles of tomatoes in a vegetarian broth infused with onions, garlic, curry spices and ground pepper|
Garden Vegetable|36.0016076|-78.9421134|Au Bon Pain|a mélange of fresh carrots, onions, celery, corn, green peppers, zucchini, tomatoes and broccoli florets simmered in a vegetarian broth with fresh herbs, garlic and seasonings|
Italian Wedding|36.0016076|-78.9421134|Au Bon Pain|miniature Italian meatballs simmered in a light garlic scented chicken broth with onions, celery, carrots, red bell peppers, escarole, basil and Acini de Pepe pasta|
Minestrone with Basil|36.0016076|-78.9421134|Au Bon Pain|Classic Minestrone Soup Packed With Vegetables, Beans, Escarole And Finished With Basil & Parmesan Cheese|
Pasta e Fagioli|36.0016076|-78.9421134|Au Bon Pain|plump navy and kidney beans simmered in a rich chicken broth with onions, tomatoes, celery, garlic, carrots and smoked bacon embellished with chopped spinach, olive oil and freshly grated parmesan cheese|
Potato Leek|36.0016076|-78.9421134|Au Bon Pain|shredded russet potatoes and tender leeks simmered in a rich chicken veloute embellished with sweet cream and chives|
Roasted Eggplant|36.0016076|-78.9421134|Au Bon Pain|a blend of roasted eggplant, fresh tomatoes and yellow onions, seasoned with fennel, spices and parmesan cheese in a roasted tomato puree|
Roasted Red Pepper & Gouda|36.0016076|-78.9421134|Au Bon Pain|roasted red peppers and smoked gouda with a hint of cream & basil|
Roasted Tomato & Fennel|36.0016076|-78.9421134|Au Bon Pain|Slow roasted tomatoes, onions, and fennel blended with herbs and parmesan|
Southwest Tortilla|36.0016076|-78.9421134|Au Bon Pain|corn, diced celery, onions, carrots, tomatoes and garlic simmered in a rich chicken broth spiced with cumin, ground pepper and stone ground corn flour accented with peppers and cilantro|
Split Pea & Ham|36.0016076|-78.9421134|Au Bon Pain|Green Peas, Onions, Celery And Smoked Ham Simmered In A Dill Scented Chicken Broth And Finished With Shredded Carrots And Chives|
Steak & Wild Rice Soup|36.0016076|-78.9421134|Au Bon Pain|Seasoned Steak with wild rice, Portobello mushrooms, & carrots in a rich beef broth|
Swiss Chard & Three Bean|36.0016076|-78.9421134|Au Bon Pain|Garbanzo, Navy & Kidney Beans With Swiss Chard, Escarole & Brown Rice In A Savory Vegetarian Broth With Hints Of Rosemary, Thyme & Smoked Paprika|
Tomato Basil Bisque|36.0016076|-78.9421134|Au Bon Pain|smooth tomato puree seasoned and simmered with savory vegetables in a creamy vegetarian broth highlighted with basil, fennel and sweet cream|
Tuscan White Bean|36.0016076|-78.9421134|Au Bon Pain|white kidney beans, escarole, carrots, onions and garlic in a hearty bean-thickened broth with tomatoes and Italian herbs|
Vegetable Beef Barley|36.0016076|-78.9421134|Au Bon Pain|hearty chunks of onions, carrots, tomatoes and celery simmered in beef broth with tender beef and pearl barley|
Vegetarian Chili|36.0016076|-78.9421134|Au Bon Pain|pinto and light kidney beans simmered in a spicy, tomato vegetable broth with onions, bell peppers, carrots, garlic, cumin, ground pepper and cilantro|
Vegetarian Minestrone|36.0016076|-78.9421134|Au Bon Pain|onions, carrots, tomatoes, zucchini, sweet corn, cabbage and pasta simmered in a hearty herbed vegetarian broth|
12 Veggie|36.0016076|-78.9421134|Au Bon Pain|Diced tomatoes, potatoes, yellow zucchini, zucchini, carrots, peas, onions, broccoli, corn, celery, mushrooms and red bell peppers simmered in a vegetable broth.|
Clam Chowder|35.8357926|-78.9636062|Denny's|Our soups are kettle-cooked to be rich and hearty. Served with dinner bread.|
Lemon Orzo Chicken Soup|36.0016076|-78.9421134|Au Bon Pain|Orzo, pulled chicken, carrots and celery in a chicken broth with a touch of cream|
Red Beans, Italian Sausage & Rice|36.0016076|-78.9421134|Au Bon Pain|Plump red kidney beans, onions, celery, peppers, italian sausage, tomatoes, and select ground pepper simmered in a savory chicken stock with long grain rice complete this traditional louisiana favorite|
Turkey Chili|36.0016076|-78.9421134|Au Bon Pain|A hearty and healthy medley of ground turkey, black beans and flavorful vegetables in a tomato base with just a touch of spice|
Alfredo Sauce|36.0016076|-78.9421134|Au Bon Pain||
BBQ Pulled Pork|35.911215|-78.917768|Champps Americana|bbq pulled pork. southwestern bbq sauce.Tabasco® fries onion strings. coleslaw. fries.|
Chicken & Broccoli Pasta Alfredo|36.0016076|-78.9421134|Au Bon Pain||
Chicken Wings in BBQ Sauce|36.0016076|-78.9421134|Au Bon Pain||
Chicken Wings in Teriyaki Sauce|36.0016076|-78.9421134|Au Bon Pain||
Eggplant Parmesan|36.0016076|-78.9421134|Au Bon Pain||
Marinara Sauce|36.0016076|-78.9421134|Au Bon Pain||
Mayan Chicken Harvest Hot Bowl|36.0016076|-78.9421134|Au Bon Pain|Chicken in a chili & tomato sauce with black beans, roasted corn & three-cheddar blend served on brown rice|
Meat Lasagna|36.0016076|-78.9421134|Au Bon Pain||
Meatballs and Marinara Sauce|36.0016076|-78.9421134|Au Bon Pain||
